日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20210730,8308,りそなホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行 ,2,TOPIX Large70
20210730,8309,三井住友トラスト・ホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行 ,2,TOPIX Large70
20210730,8316,三井住友フィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行 ,1,TOPIX Core30
20210730,8331,千葉銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8334,群馬銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8336,武蔵野銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8337,千葉興業銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8338,筑波銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8341,七十七銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8342,青森銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8343,秋田銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8344,山形銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8345,岩手銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8346,東邦銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8349,東北銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8350,みちのく銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8354,ふくおかフィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8355,静岡銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8356,十六銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8358,スルガ銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8359,八十二銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8360,山梨中央銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8361,大垣共立銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8362,福井銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8363,北國銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8364,清水銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8365,富山銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8366,滋賀銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8367,南都銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8368,百五銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8369,京都銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8370,紀陽銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8377,ほくほくフィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8381,山陰合同銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8382,中国銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8383,鳥取銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8385,伊予銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8386,百十四銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8387,四国銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8388,阿波銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8392,大分銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8393,宮崎銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8395,佐賀銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8397,沖縄銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8399,琉球銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8410,セブン銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8411,みずほフィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行 ,1,TOPIX Core30
20210730,8416,高知銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8418,山口フィナンシャルグループ,市場第一部（内国株）,7050,銀行業,15,銀行 ,4,TOPIX Mid400
20210730,8421,信金中央金庫　優先出資証券,出資証券,-,-,-,-,-,-
20210730,8424,芙蓉総合リース,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8425,みずほリース,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8439,東京センチュリー,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,4,TOPIX Mid400
20210730,8462,フューチャーベンチャーキャピタル,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20210730,8473,ＳＢＩホールディングス,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,4,TOPIX Mid400
20210730,8508,Ｊトラスト,市場第二部（内国株）,7200,その他金融業,16,金融（除く銀行） ,-,-
20210730,8511,日本証券金融,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8515,アイフル,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8518,日本アジア投資,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8521,長野銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8522,名古屋銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8524,北洋銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8527,愛知銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8530,中京銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8537,大光銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8541,愛媛銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8542,トマト銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8544,京葉銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8550,栃木銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8551,北日本銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8558,東和銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8562,福島銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8563,大東銀行,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8566,リコーリース,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8570,イオンフィナンシャルサービス,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,4,TOPIX Mid400
20210730,8572,アコム,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,4,TOPIX Mid400
20210730,8584,ジャックス,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8585,オリエントコーポレーション,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8591,オリックス,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,2,TOPIX Large70
20210730,8593,三菱ＨＣキャピタル,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,4,TOPIX Mid400
20210730,8595,ジャフコ　グループ,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,4,TOPIX Mid400
20210730,8596,九州リースサービス,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8600,トモニホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8601,大和証券グループ本社,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,2,TOPIX Large70
20210730,8604,野村ホールディングス,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,2,TOPIX Large70
20210730,8609,岡三証券グループ,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8613,丸三証券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8614,東洋証券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8616,東海東京フィナンシャル・ホールディングス,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8617,光世証券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8622,水戸証券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8624,いちよし証券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8628,松井証券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,4,TOPIX Mid400
20210730,8630,ＳＯＭＰＯホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,2,TOPIX Large70
20210730,8697,日本取引所グループ,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,2,TOPIX Large70
20210730,8698,マネックスグループ,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8699,澤田ホールディングス,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20210730,8700,丸八証券,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20210730,8704,トレイダーズホールディングス,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20210730,8705,岡藤日産証券ホールディングス,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20210730,8706,極東証券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8707,岩井コスモホールディングス,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8708,藍澤證券,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8713,フィデアホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行 ,7,TOPIX Small 2
20210730,8714,池田泉州ホールディングス,市場第一部（内国株）,7050,銀行業,15,銀行 ,6,TOPIX Small 1
20210730,8715,アニコム　ホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,2,TOPIX Large70
20210730,8732,マネーパートナーズグループ,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8737,あかつき本社,市場第二部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20210730,8739,スパークス・グループ,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8740,フジトミ,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20210730,8742,小林洋行,市場第一部（内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8746,第一商品,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20210730,8747,豊トラスティ証券,JASDAQ(スタンダード・内国株）,7100,証券、商品先物取引業,16,金融（除く銀行） ,-,-
20210730,8750,第一生命ホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,2,TOPIX Large70
20210730,8766,東京海上ホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,1,TOPIX Core30
20210730,8769,アドバンテッジリスクマネジメント,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,8771,イー・ギャランティ,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,6,TOPIX Small 1
20210730,8772,アサックス,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8783,ＧＦＡ,JASDAQ(スタンダード・内国株）,7200,その他金融業,16,金融（除く銀行） ,-,-
20210730,8789,フィンテック　グローバル,市場第二部（内国株）,7200,その他金融業,16,金融（除く銀行） ,-,-
20210730,8793,ＮＥＣキャピタルソリューション,市場第一部（内国株）,7200,その他金融業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8795,Ｔ＆Ｄホールディングス,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,4,TOPIX Mid400
20210730,8798,アドバンスクリエイト,市場第一部（内国株）,7150,保険業,16,金融（除く銀行） ,7,TOPIX Small 2
20210730,8801,三井不動産,市場第一部（内国株）,8050,不動産業,17,不動産 ,2,TOPIX Large70
20210730,8802,三菱地所,市場第一部（内国株）,8050,不動産業,17,不動産 ,2,TOPIX Large70
20210730,8803,平和不動産,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20210730,8804,東京建物,市場第一部（内国株）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20210730,8806,ダイビル,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20210730,8818,京阪神ビルディング,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8830,住友不動産,市場第一部（内国株）,8050,不動産業,17,不動産 ,2,TOPIX Large70
20210730,8835,太平洋興発,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20210730,8836,ＲＩＳＥ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8841,テーオーシー,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8842,東京楽天地,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8844,コスモスイニシア,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8848,レオパレス２１,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20210730,8850,スターツコーポレーション,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20210730,8854,日住サービス,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8860,フジ住宅,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8864,空港施設,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8869,明和地所,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8871,ゴールドクレスト,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20210730,8876,リログループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20210730,8877,エスリード,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8881,日神グループホールディングス,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8886,ウッドフレンズ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8887,リベレステ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8889,ＡＰＡＭＡＮ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8890,レーサム,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8891,ＡＭＧホールディングス,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8892,日本エスコン,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20210730,8893,新日本建物,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8894,ＲＥＶＯＬＵＴＩＯＮ,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8897,タカラレーベン,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20210730,8898,センチュリー２１・ジャパン,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8903,サンウッド,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8904,ＡＶＡＮＴＩＡ,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8905,イオンモール,市場第一部（内国株）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20210730,8908,毎日コムネット,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8909,シノケングループ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8912,エリアクエスト,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8914,エリアリンク,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8917,ファースト住建,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8918,ランド,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8919,カチタス,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20210730,8920,東祥,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,8921,シーズクリエイト,PRO Market,8050,不動産業,17,不動産 ,-,-
20210730,8922,日本アセットマーケティング,マザーズ（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8923,トーセイ,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20210730,8925,アルデプロ,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8927,明豊エンタープライズ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8928,穴吹興産,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8929,青山財産ネットワークス,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8931,和田興産,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8934,サンフロンティア不動産,市場第一部（内国株）,8050,不動産業,17,不動産 ,6,TOPIX Small 1
20210730,8935,エフ・ジェー・ネクスト,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8938,グローム・ホールディングス,JASDAQ(グロース・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8940,インテリックス,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8944,ランドビジネス,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8945,サンネクスタグループ,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,8946,ＡＳＩＡＮ　ＳＴＡＲ,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8951,日本ビルファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8952,ジャパンリアルエステイト投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8953,日本都市ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8954,オリックス不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8955,日本プライムリアルティ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8956,ＮＴＴ都市開発リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8957,東急リアル・エステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8958,グローバル・ワン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8960,ユナイテッド・アーバン投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8961,森トラスト総合リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8963,インヴィンシブル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8964,フロンティア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8966,平和不動産リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8967,日本ロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8968,福岡リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8972,ケネディクス・オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8975,いちごオフィスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8976,大和証券オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8977,阪急阪神リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8979,スターツプロシード投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8984,大和ハウスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8985,ジャパン・ホテル・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8986,大和証券リビング投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8987,ジャパンエクセレント投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20210730,8995,誠建設工業,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,8999,グランディハウス,市場第一部（内国株）,8050,不動産業,17,不動産 ,7,TOPIX Small 2
20210730,9001,東武鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9003,相鉄ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9005,東急,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9006,京浜急行電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9007,小田急電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9008,京王電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9009,京成電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9010,富士急行,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20210730,9012,秩父鉄道,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20210730,9014,新京成電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20210730,9017,新潟交通,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20210730,9020,東日本旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,2,TOPIX Large70
20210730,9021,西日本旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,2,TOPIX Large70
20210730,9022,東海旅客鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,1,TOPIX Core30
20210730,9024,西武ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9025,鴻池運輸,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20210730,9028,ゼロ,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20210730,9029,ヒガシトゥエンティワン,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20210730,9031,西日本鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9033,広島電鉄,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20210730,9034,南総通運,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20210730,9036,東部ネットワーク,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20210730,9037,ハマキョウレックス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20210730,9039,サカイ引越センター,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,6,TOPIX Small 1
20210730,9041,近鉄グループホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9042,阪急阪神ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9044,南海電気鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9045,京阪ホールディングス,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9046,神戸電鉄,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20210730,9048,名古屋鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,4,TOPIX Mid400
20210730,9049,京福電気鉄道,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
20210730,9051,センコン物流,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20210730,9052,山陽電気鉄道,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20210730,9055,アルプス物流,市場第一部（内国株）,5050,陸運業,12,運輸・物流 ,7,TOPIX Small 2
20210730,9057,遠州トラック,JASDAQ(スタンダード・内国株）,5050,陸運業,12,運輸・物流 ,-,-
20210730,9058,トランコム,市場第一部（内国株）,5200,倉庫・運輸関連業,12,運輸・物流 ,7,TOPIX Small 2
20210730,9059,カンダホールディングス,市場第二部（内国株）,5050,陸運業,12,運輸・物流 ,-,-
